Cover_Value	Emax	Emin	Flux	Flux_error	Index	Index_error	Npred	Pref	Pref_error	Scale	Tmax	Tmax_MJD	Tmin	Tmin_MJD	Ts
156	300000.0	100.0	3.40273182064e-08	0.0	-3.39020965747	-6.47237629809	7.25661767584	1.22788274555e-15	2.69607129958e-14	5207.585938	413536491.0	56696.302	413098257.0	56691.23	0.476108220562
156	300000.0	100.0	2.7989996586e-14	0.0	-1.87579130581	-122.641534165	1.27068719839e-05	1.4776166248e-19	1.38785588718e-16	5207.585938	413974725.0	56701.374	413536491.0	56696.302	-4.69451333629e-06
156	300000.0	100.0	2.45996392587e-08	0.0	-3.3692809306	-2.18771402167	7.09984484151	9.55848288839e-16	7.28537788604e-15	5207.585938	414412959.0	56706.446	413974725.0	56701.374	0.433808402428
156	300000.0	100.0	1.69859998526e-08	0.0	-2.66108862386	-1.50464700897	6.04467182728	7.61571184093e-15	3.47512208285e-14	5207.585938	414851193.0	56711.518	414412959.0	56706.446	0.332964022899
156	300000.0	100.0	8.55515475848e-08	4.56167761026e-08	-2.93597410955	-0.537595036038	20.9519717468	1.50744487832e-14	2.58091865169e-14	5207.585938	415289427.0	56716.591	414851193.0	56711.518	6.06183295405
156	300000.0	100.0	3.16637271186e-09	0.0	-2.01329524473	-1.06186314914	1.73479251315	1.12224910697e-14	4.20293496275e-14	5207.585938	415727661.0	56721.663	415289427.0	56716.591	0.121267476767
156	300000.0	100.0	1.05231281944e-14	0.0	-1.49087691215	-924.485409125	7.41040513453e-06	1.45338813361e-19	6.30004152943e-16	5207.585938	416165895.0	56726.735	415727661.0	56721.663	-5.72414865019e-06
156	300000.0	100.0	4.29524126864e-08	0.0	-3.49611858248	-1.52224554648	9.35890200863	1.06467460055e-15	5.81321839751e-15	5207.585938	416604129.0	56731.807	416165895.0	56726.735	0.991935001719
156	300000.0	100.0	8.2225490189e-15	0.0	-1.42896489942	-1299.43300814	3.44813970653e-06	1.28411873125e-19	6.92858308404e-16	5207.585938	417042363.0	56736.879	416604129.0	56731.807	-3.55333031621e-06
156	300000.0	100.0	5.20496907043e-15	0.0	-0.783025412016	-2845.79470366	3.15692077964e-06	1.09214520721e-19	2.84117121421e-16	5207.585938	417480597.0	56741.951	417042363.0	56736.879	-5.00840542372e-06
156	300000.0	100.0	1.62145545485e-08	0.0	-2.79047282589	-1.09853354003	5.28957485619	4.69772691482e-15	1.83475500899e-14	5207.585938	417918831.0	56747.024	417480597.0	56741.951	0.275376563062
156	300000.0	100.0	5.02825292647e-08	3.55446529273e-08	-3.86881736801	-2.75583302234	23.2164995796	3.27963205706e-16	3.19852346082e-15	5207.585938	418357065.0	56752.096	417918831.0	56747.024	2.75067215571
156	300000.0	100.0	1.04471314577e-07	4.42531933089e-08	-2.65368205812	-0.406787137386	36.2450759432	4.80170949431e-14	5.78822261236e-14	5207.585938	418795299.0	56757.168	418357065.0	56752.096	13.0465206929
156	300000.0	100.0	8.2100806682e-08	3.93519214195e-08	-2.34887233489	-0.44533477711	29.5919120793	1.02739372023e-13	1.22399594453e-13	5207.585938	419233533.0	56762.24	418795299.0	56757.168	11.8644579111
0	300000.0	100.0	3.37510273798e-08	2.17801230929e-08	-1.84006929262	-0.321966574408	15.914732566	1.96891205578e-13	1.19997495306e-13	5207.585938	419671767.0	56767.312	419233533.0	56762.24	21.4886183601
0	300000.0	100.0	2.03386645668e-08	0.0	-2.21577416859	-0.519366013408	8.50649640397	3.88304751855e-14	5.89731659773e-14	5207.585938	420110001.0	56772.384	419671767.0	56767.312	1.58743363671
