Cover_Value	Emax	Emin	Flux	Flux_error	Index	Index_error	Npred	Pref	Pref_error	Scale	Tmax	Tmax_MJD	Tmin	Tmin_MJD	Ts
0	300000.0	100.0	1.83500917866e-08	0.0	-1.89710003842	-0.606679182596	3.46814463854	9.1198500018e-14	1.34656626362e-13	5207.585938	419584098.0	56766.297	419408805.0	56764.269	1.88060084403
0	300000.0	100.0	5.73278663926e-08	3.37057187045e-08	-1.84046210045	-0.312103721438	11.559143559	3.34065803662e-13	2.367998882e-13	5207.585938	419759391.0	56768.326	419584098.0	56766.297	15.3252261323
156	300000.0	100.0	3.74053428519e-14	0.0	-0.979696678357	-150.113249661	1.25147988343e-05	8.95237731596e-19	3.7380653136e-16	5207.585938	419934684.0	56770.355	419759391.0	56768.326	-2.05992037081e-05
0	300000.0	100.0	9.56671120756e-08	6.12428610273e-08	-2.32079749031	-0.430546540139	11.6794719476	1.30988083034e-13	1.56627261173e-13	5207.585938	420109977.0	56772.384	419934684.0	56770.355	5.76459632821
0	300000.0	100.0	2.19240740612e-08	0.0	-2.2625825181	-1.1532270547	1.77695998233	3.61235151499e-14	1.40196507431e-13	5207.585938	420285270.0	56774.413	420109977.0	56772.384	0.151825738349
0	300000.0	100.0	8.5312833328e-09	1.11047941211e-08	-1.2131209938	-0.579392405578	1.3281691649	1.83713161168e-13	1.92476979873e-13	5207.585938	420460563.0	56776.442	420285270.0	56774.413	5.11142584473
156	300000.0	100.0	1.90869459199e-07	1.07701177573e-07	-3.08790943022	-0.911734871269	15.015219799	1.98884112614e-14	5.80677113069e-14	5207.585938	420635856.0	56778.471	420460563.0	56776.442	6.71345314556
0	300000.0	100.0	7.04554600421e-08	6.52125535935e-08	-2.01716688539	-0.628573787474	7.82728045743	2.46857351657e-13	3.37122038408e-13	5207.585938	420811149.0	56780.499	420635856.0	56778.471	5.17777050881
0	300000.0	100.0	1.10092312989e-08	0.0	-1.91300222574	-1.01497946278	1.55254302986	5.22868952314e-14	1.57136832518e-13	5207.585938	420986442.0	56782.528	420811149.0	56780.499	0.202129898933
0	300000.0	100.0	7.7474462867e-08	4.28736734867e-08	-1.80920075418	-0.292577700251	11.8493381328	4.92025272481e-13	3.12127861691e-13	5207.585938	421161735.0	56784.557	420986442.0	56782.528	22.9024523785
0	300000.0	100.0	8.95445583767e-08	4.71968412439e-08	-1.90885775361	-0.284648051391	13.3699434263	4.30353444913e-13	3.04085461614e-13	5207.585938	421337028.0	56786.586	421161735.0	56784.557	11.0618005485
156	300000.0	100.0	4.32251454481e-08	0.0	-3.78700840038	-3.28410806813	5.41340198729	3.78551489902e-16	4.4170472718e-15	5207.585938	421512321.0	56788.615	421337028.0	56786.586	0.6976329353
0	300000.0	100.0	1.00781378028e-07	5.03195640477e-08	-2.01572176137	-0.308826779211	17.300645195	3.54631380896e-13	2.58449729522e-13	5207.585938	421687614.0	56790.644	421512321.0	56788.615	16.063279065
0	300000.0	100.0	4.60865258845e-08	0.0	-2.42838396994	-0.74592481946	6.88899775237	4.45952534602e-14	1.02770630764e-13	5207.585938	421862907.0	56792.673	421687614.0	56790.644	1.14942311223
0	300000.0	100.0	5.95158091105e-13	0.0	-1.91098191847	-44.4713374737	9.96051266834e-05	2.84301968339e-18	8.92355425365e-15	5207.585938	422038200.0	56794.701	421862907.0	56792.673	-2.44659731834e-05
0	300000.0	100.0	2.88804293563e-08	0.0	-2.22792544124	-0.907807729259	4.33031621088	5.30767447571e-14	1.31443658582e-13	5207.585938	422213493.0	56796.73	422038200.0	56794.701	0.693596823554
0	300000.0	100.0	1.17935648543e-08	0.0	-2.28813506849	-1.34213437855	1.5251839718	1.79197668797e-14	1.16484554852e-13	5207.585938	422388786.0	56798.759	422213493.0	56796.73	0.0426254641206
0	300000.0	100.0	1.04825377878e-07	6.49984753023e-08	-2.16668130391	-0.423823438151	12.4824776618	2.33201145336e-13	2.58119709349e-13	5207.585938	422564079.0	56800.788	422388786.0	56798.759	9.51440722715
0	300000.0	100.0	7.71706289878e-08	6.20238650141e-08	-2.49551018608	-0.642188470996	8.1696318082	5.99558373072e-14	1.06517978078e-13	5207.585938	422739372.0	56802.817	422564079.0	56800.788	4.63568637705
0	300000.0	100.0	2.05354623968e-07	9.24029231547e-08	-2.53783354527	-0.412550021445	17.663211365	1.38777458598e-13	1.71332070597e-13	5207.585938	422914665.0	56804.846	422739372.0	56802.817	10.9461693129
156	300000.0	100.0	1.35606508552e-07	1.07795642966e-07	-2.61623851428	-0.792354280364	10.8448762307	7.06380883682e-14	1.62046515861e-13	5207.585938	423089958.0	56806.875	422914665.0	56804.846	3.48084327639
156	300000.0	100.0	7.9479395783e-08	0.0	-3.69067143657	-1.39839123221	7.85749821834	9.83705692778e-16	4.86008916211e-15	5207.585938	423265251.0	56808.903	423089958.0	56806.875	1.1982120949
0	300000.0	100.0	1.26254719908e-07	7.70473102244e-08	-6.30252238539	-0.16394352061	14.6485458595	1.00001306177e-19	1.757369711e-21	5207.585938	423440544.0	56810.932	423265251.0	56808.903	3.62973211008
156	300000.0	100.0	7.90347009211e-08	6.43565362573e-08	-3.3720573074	-1.07661843149	11.3370206009	3.04100776193e-15	1.13322187402e-14	5207.585938	423615837.0	56812.961	423440544.0	56810.932	2.10589865826
156	300000.0	100.0	1.13634277571e-07	7.85375480866e-08	-4.93698696008	-2.7088804691	14.1597403173	1.48598444167e-17	1.49593528439e-16	5207.585938	423791130.0	56814.99	423615837.0	56812.961	2.84640586036
0	300000.0	100.0	8.35260033046e-09	0.0	-1.74450985261	-1.26615748707	1.82373144511	6.30946813493e-14	1.27499106231e-13	5207.585938	423966423.0	56817.019	423791130.0	56814.99	0.773075566594
156	300000.0	100.0	1.70468708952e-07	7.99408231405e-08	-3.14990856142	-0.554625345353	25.3604353719	1.4312803128e-14	2.60579106892e-14	5207.585938	424141716.0	56819.048	423966423.0	56817.019	8.45461101655
156	300000.0	100.0	6.96358558403e-08	6.49725962148e-08	-2.66124548187	-0.908277244761	11.5619706648	3.12049809165e-14	7.96083391584e-14	5207.585938	424317009.0	56821.076	424141716.0	56819.048	2.84984636571
0	300000.0	100.0	2.72306166029e-08	0.0	-2.36683064336	-0.879235919747	4.77348658179	3.21625308586e-14	7.64165757107e-14	5207.585938	424492302.0	56823.105	424317009.0	56821.076	1.02032113614
156	300000.0	100.0	1.91474918702e-07	6.96925837482e-08	-5.92049993776	-1.54297988938	24.2574399555	6.38405497575e-19	3.71308638492e-18	5207.585938	424667595.0	56825.134	424492302.0	56823.105	11.7703624554
0	300000.0	100.0	3.42057979083e-08	3.31026903011e-08	-1.91934573647	-0.497931675542	6.9365464447	1.59527649738e-13	1.80749895463e-13	5207.585938	424842888.0	56827.163	424667595.0	56825.134	3.73537287333
156	300000.0	100.0	3.31581584812e-08	0.0	-3.00183312543	-1.67612839995	2.40974116827	4.65602254396e-15	3.08360305371e-14	5207.585938	425018181.0	56829.192	424842888.0	56827.163	0.162066201454
0	300000.0	100.0	1.2701891236e-08	0.0	-1.86176259622	-1.03691150174	1.41958231401	6.97507443823e-14	1.78631899586e-13	5207.585938	425193474.0	56831.221	425018181.0	56829.192	0.302374412344
0	300000.0	100.0	6.00243187447e-08	5.48179131495e-08	-2.12639967192	-0.512237475244	9.56588401259	1.51187897039e-13	1.81633098543e-13	5207.585938	425368767.0	56833.25	425193474.0	56831.221	4.60614818521
0	300000.0	100.0	1.81931962491e-08	0.0	-4.47929122544	-3.4646482308	1.66603088083	1.28597634015e-17	1.61470219534e-16	5207.585938	425544060.0	56835.278	425368767.0	56833.25	0.0972990956852
0	300000.0	100.0	7.42243644245e-14	0.0	-2.31717712369	-49.0769604568	9.45533293298e-06	1.0281133336e-19	2.42350575766e-17	5207.585938	425719353.0	56837.307	425544060.0	56835.278	-1.97064764507e-06
0	300000.0	100.0	2.17107333076e-08	0.0	-2.02078641699	-0.839899923081	3.2889468974	7.52540370805e-14	1.34127168276e-13	5207.585938	425894646.0	56839.336	425719353.0	56837.307	1.62647830365
156	300000.0	100.0	4.50602122337e-13	0.0	-2.6654790878	-4.17371159361	6.62488080261e-05	1.99075903157e-19	9.41187288936e-17	5207.585938	426069939.0	56841.365	425894646.0	56839.336	-4.20353899244e-07
0	300000.0	100.0	1.28384487193e-07	6.4348660455e-08	-2.39196909376	-0.369106279916	19.3397246938	1.39813402667e-13	1.42762375355e-13	5207.585938	426245232.0	56843.394	426069939.0	56841.365	9.11221605339
0	300000.0	100.0	9.96700120599e-08	5.10950554914e-08	-2.29625937782	-0.383739596802	15.4053080875	1.4758081947e-13	1.59297100657e-13	5207.585938	426420525.0	56845.423	426245232.0	56843.394	10.4159803816
